gene_id,symbol,all_symbols,source_group,go_ids,go_names
80312,TET1,TET1,GO10,GO:0031965;GO:0070822,nuclear membrane;Sin3-type complex
80314,EPC1,EPC1,GO10,GO:0000724;GO:0031965,double-strand break repair via homologous recombination;nuclear membrane
80351,TNKS2,TNKS2,GO10,GO:0005635,nuclear envelope
80772,CPTP,CPTP,GO10,GO:0005640,nuclear outer membrane
80789,INTS5,INTS5,GO10,GO:0031965,nuclear membrane
80820,EEPD1,EEPD1,GO10,GO:0006281,DNA repair
80854,SETD7,SETD7,GO10,GO:0006974,DNA damage response
8086,AAAS,AAAS,GO10,GO:0005635;GO:0005643;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore
8087,FXR1,FXR1,GO10,GO:0005635,nuclear envelope
8091,HMGA2,HMGA2,GO10,GO:0000228;GO:0006284,base-excision repair;nuclear chromosome
811,CALR,CALR,GO10,GO:0005635,nuclear envelope
81488,POLR2M,POLR2M,GO10,GO:0005635,nuclear envelope
81611,ANP32E,ANP32E,GO10,GO:0000812,Swr1 complex
81928,CABLES2,CABLES2,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
81929,SEH1L,SEH1L,GO10,GO:0005635;GO:0005643;GO:0031080,nuclear envelope;nuclear pore;nuclear pore outer ring
8208,CHAF1B,CHAF1B,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
821,CANX,CANX,GO10,GO:0031965,nuclear membrane
8239,USP9X,USP9X,GO10,GO:0006307,DNA alkylation repair
8243,SMC1A,SMC1A,GO10,GO:0000794;GO:0006281;GO:0006974,condensed nuclear chromosome;DNA damage response;DNA repair
8290,H3-4,H3-4,GO10,GO:0000794,condensed nuclear chromosome
8295,TRRAP,TRRAP,GO10,GO:0000812;GO:0140861,DNA repair-dependent chromatin remodeling;Swr1 complex
8317,CDC7,CDC7,GO10,GO:0000727;GO:0031573,double-strand break repair via break-induced replication;mitotic intra-S DNA damage checkpoint signaling
8318,CDC45,CDC45,GO10,GO:0000727;GO:0071162,CMG complex;double-strand break repair via break-induced replication
83444,INO80B,INO80B,GO10,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
835,CASP2,CASP2,GO10,GO:0006974;GO:0008630;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage"
836,CASP3,CASP3,GO10,GO:0006974,DNA damage response
83637,ZMIZ2,ZMIZ2,GO10,GO:0043596,nuclear replication fork
83666,PARP9,PARP9,GO10,GO:0000077;GO:0006281;GO:0006302;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair
83667,SESN2,SESN2,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
83695,RHNO1,RHNO1,GO10,GO:0000077;GO:0000725;GO:0006281;GO:0006974;GO:0097681,DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair via alternative nonhomologous end joining;recombinational repair
8379,MAD1L1,MAD1L1,GO10,GO:0005635;GO:0031965;GO:0044615,nuclear envelope;nuclear membrane;nuclear pore nuclear basket
83860,TAF3,TAF3,GO10,GO:0031965;GO:0051457,maintenance of protein location in nucleus;nuclear membrane
83862,TMEM120A,TMEM120A,GO10,GO:0005637,nuclear inner membrane
83932,SPRTN,SPRTN,GO10,GO:0006281;GO:0006974;GO:0019985;GO:0036297;GO:0106300,DNA damage response;DNA repair;interstrand cross-link repair;protein-DNA covalent cross-linking repair;translesion synthesis
83933,HDAC10,HDAC10,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
83943,IMMP2L,IMMP2L,GO10,GO:0006974,DNA damage response
83990,BRIP1,BRIP1,GO10,GO:0000077;GO:0006281;GO:0006289;GO:0006302;GO:0006974;GO:0010705;GO:0031965;GO:0106300;GO:1990918,DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair;double-strand break repair involved in meiotic recombination;meiotic DNA double-strand break processing involved in reciprocal meiotic recombination;nuclear membrane;nucleotide-excision repair;protein-DNA covalent cross-linking repair
84072,HORMAD1,HORMAD1,GO10,GO:0000794;GO:0000795,condensed nuclear chromosome;synaptonemal complex
84074,QRICH2,QRICH2,GO10,GO:0031965,nuclear membrane
84083,ZRANB3,ZRANB3,GO10,GO:0006281;GO:0006974;GO:0043596,DNA damage response;DNA repair;nuclear replication fork
84101,USP44,USP44,GO10,GO:0006289,nucleotide-excision repair
84126,ATRIP,ATRIP,GO10,GO:0000077;GO:0006281;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair
84142,ABRAXAS1,ABRAXAS1,GO10,GO:0006281;GO:0006302;GO:0006974;GO:0007095,DNA damage response;DNA repair;double-strand break repair;mitotic G2 DNA damage checkpoint signaling
84153,RNASEH2C,RNASEH2C,GO10,GO:0006298,mismatch repair
84164,ASCC2,ASCC2,GO10,GO:0006281;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair
842,CASP9,CASP9,GO10,GO:0006974;GO:0008630;GO:0042770,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;signal transduction in response to DNA damage
84220,RGPD5,RGPD5,GO10,GO:0005643,nuclear pore
84250,SLF1,SLF1,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
84256,FLYWCH1,FLYWCH1,GO10,GO:0006974,DNA damage response
84259,DCUN1D5,DCUN1D5,GO10,GO:0006974,DNA damage response
84266,ALKBH7,ALKBH7,GO10,GO:0006974,DNA damage response
84287,ZDHHC16,ZDHHC16,GO10,GO:0006974,DNA damage response
84296,GINS4,GINS4,GO10,GO:0000727;GO:0000811;GO:0071162,CMG complex;double-strand break repair via break-induced replication;GINS complex
84303,CHCHD6,CHCHD6,GO10,GO:0006974,DNA damage response
84312,BRMS1L,BRMS1L,GO10,GO:0070822,Sin3-type complex
84337,ELOF1,ELOF1,GO10,GO:0006281;GO:0006283;GO:0006974,DNA damage response;DNA repair;transcription-coupled nucleotide-excision repair
84365,NIFK,NIFK,GO10,GO:0000794,condensed nuclear chromosome
8438,RAD54L,RAD54L,GO10,GO:0000724;GO:0006281;GO:0006302;GO:0006974;GO:0045003,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;double-strand break repair via synthesis-dependent strand annealing
84444,DOT1L,DOT1L,GO10,GO:0000077;GO:0006281,DNA damage checkpoint signaling;DNA repair
84446,BRSK1,BRSK1,GO10,GO:0006974;GO:0007095,DNA damage response;mitotic G2 DNA damage checkpoint signaling
8445,DYRK2,DYRK2,GO10,GO:0006974;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
84461,NEURL4,NEURL4,GO10,GO:0043504,mitochondrial DNA repair
84464,SLX4,SLX4,GO10,GO:0000228;GO:0000724;GO:0006281;GO:0006289;GO:0006974;GO:0010792;GO:0033557,DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA repair;double-strand break repair via homologous recombination;nuclear chromosome;nucleotide-excision repair;Slx1-Slx4 complex
8450,CUL4B,CUL4B,GO10,GO:0006281;GO:0006289;GO:0006974;GO:0070914,DNA damage response;DNA repair;nucleotide-excision repair;UV-damage excision repair
8451,CUL4A,CUL4A,GO10,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair
84514,GHDC,GHDC,GO10,GO:0005635,nuclear envelope
84515,MCM8,MCM8,GO10,GO:0000724;GO:0006281;GO:0006974;GO:0036298;GO:0070716,DNA damage response;DNA repair;double-strand break repair via homologous recombination;mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication;recombinational interstrand cross-link repair
8458,TTF2,TTF2,GO10,GO:0006281,DNA repair
84629,TNRC18,TNRC18,GO10,GO:0031965,nuclear membrane
8467,SMARCA5,SMARCA5,GO10,GO:0006281;GO:0006974;GO:0043596,DNA damage response;DNA repair;nuclear replication fork
8468,FKBP6,FKBP6,GO10,GO:0000795,synaptonemal complex
84690,SPATA22,SPATA22,GO10,GO:0000711,meiotic DNA repair synthesis
84717,HDGFL2,HDGFL2,GO10,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
8473,OGT,OGT,GO10,GO:0070822,Sin3-type complex
84787,KMT5C,KMT5C,GO10,GO:0006281,DNA repair
8480,RAE1,RAE1,GO10,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
84814,PLPP7,PLPP7,GO10,GO:0005635,nuclear envelope
84823,LMNB2,LMNB2,GO10,GO:0005635;GO:0005652;GO:0031965,nuclear envelope;nuclear lamina;nuclear membrane
84875,PARP10,PARP10,GO10,GO:0006281;GO:0006974;GO:0019985,DNA damage response;DNA repair;translesion synthesis
84893,FBH1,FBH1,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
84928,TMEM209,TMEM209,GO10,GO:0005635,nuclear envelope
8493,PPM1D,PPM1D,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
84930,MASTL,MASTL,GO10,GO:0006974,DNA damage response
84944,MAEL,MAEL,GO10,GO:0006974;GO:0008630,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage
84954,MPND,MPND,GO10,GO:0006302,double-strand break repair
8498,RANBP3,RANBP3,GO10,GO:0005643,nuclear pore
85015,USP45,USP45,GO10,GO:0006281;GO:0070911,DNA repair;global genome nucleotide-excision repair
8505,PARG,PARG,GO10,GO:0006287;GO:0006974,"base-excision repair, gap-filling;DNA damage response"
8517,IKBKG,IKBKG,GO10,GO:0006974,DNA damage response
85450,ITPRIP,ITPRIP,GO10,GO:0005640,nuclear outer membrane
85456,TNKS1BP1,TNKS1BP1,GO10,GO:0006302,double-strand break repair
8554,PIAS1,PIAS1,GO10,GO:0006974,DNA damage response
8555,CDC14B,CDC14B,GO10,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
8573,CASK,CASK,GO10,GO:0005652,nuclear lamina
86,ACTL6A,ACTL6A,GO10,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
8605,PLA2G4C,PLA2G4C,GO10,GO:0005635,nuclear envelope
8607,RUVBL1,RUVBL1,GO10,GO:0000812;GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex;Swr1 complex
8626,TP63,TP63,GO10,GO:0006974;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
8655,DYNLL1,DYNLL1,GO10,GO:0006974,DNA damage response
8658,TNKS,TNKS,GO10,GO:0005635;GO:0005643;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore
867,CBL,CBL,GO10,GO:0006974,DNA damage response
8717,TRADD,TRADD,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
8720,MBTPS1,MBTPS1,GO10,GO:0007095,mitotic G2 DNA damage checkpoint signaling
8725,URI1,URI1,GO10,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
8737,RIPK1,RIPK1,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
8738,CRADD,CRADD,GO10,GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator"
8805,TRIM24,TRIM24,GO10,GO:0005726,perichromatin fibrils
8812,CCNK,CCNK,GO10,GO:0006974,DNA damage response
8815,BANF1,BANF1,GO10,GO:0005635,nuclear envelope
8819,SAP30,SAP30,GO10,GO:0070822,Sin3-type complex
8841,HDAC3,HDAC3,GO10,GO:0046826;GO:0140861,DNA repair-dependent chromatin remodeling;negative regulation of protein export from nucleus
8846,ALKBH1,ALKBH1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
8859,WHR1,WHR1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
8870,IER3,IER3,GO10,GO:0006974;GO:0007095;GO:0008630,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage;mitotic G2 DNA damage checkpoint signaling
8888,MCM3AP,MCM3AP,GO10,GO:0005635;GO:0005643;GO:0031965;GO:0044615,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore nuclear basket
8904,CPNE1,CPNE1,GO10,GO:0031965,nuclear membrane
8914,TIMELESS,TIMELESS,GO10,GO:0006281;GO:0006974;GO:0031298;GO:0031573;GO:0043596,DNA damage response;DNA repair;mitotic intra-S DNA damage checkpoint signaling;nuclear replication fork;replication fork protection complex
8924,HERC2,HERC2,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
8930,MBD4,MBD4,GO10,GO:0006281;GO:0006974;GO:0045008,depyrimidination;DNA damage response;DNA repair
894,CCND2,CCND2,GO10,GO:0031965,nuclear membrane
8940,TOP3B,TOP3B,GO10,GO:0006281,DNA repair
89765,RSPH1,RSPH1,GO10,GO:0000794,condensed nuclear chromosome
89795,NAV3,NAV3,GO10,GO:0005640,nuclear outer membrane
902,CCNH,CCNH,GO10,GO:0006289,nucleotide-excision repair
9025,RNF8,RNF8,GO10,GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0036297;GO:0042770;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;double-strand break repair via nonhomologous end joining;interstrand cross-link repair;signal transduction in response to DNA damage
9031,BAZ1B,BAZ1B,GO10,GO:0006974;GO:0043596,DNA damage response;nuclear replication fork
90381,TICRR,TICRR,GO10,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
90523,MLIP,MLIP,GO10,GO:0005635,nuclear envelope
9070,ASH2L,ASH2L,GO10,GO:0006974,DNA damage response
9100,USP10,USP10,GO10,GO:0006281;GO:0006974;GO:0019985;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;translesion synthesis"
9107,MTMR6,MTMR6,GO10,GO:0005635,nuclear envelope
9112,MTA1,MTA1,GO10,GO:0005635;GO:0006302,double-strand break repair;nuclear envelope
91181,NUP210L,NUP210L,GO10,GO:0005643;GO:0031965,nuclear membrane;nuclear pore
9126,SMC3,SMC3,GO10,GO:0000800;GO:0006281;GO:0006974,DNA damage response;DNA repair;lateral element
9127,P2RX6,P2RX6,GO10,GO:0005637,nuclear inner membrane
91419,ATP23,ATP23,GO10,GO:0006303,double-strand break repair via nonhomologous end joining
91442,FAAP24,FAAP24,GO10,GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;interstrand cross-link repair
9149,DYRK1B,DYRK1B,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
9156,EXO1,EXO1,GO10,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair
91603,ZNF830,ZNF830,GO10,GO:0044773,mitotic DNA damage checkpoint signaling
91607,SLFN11,SLFN11,GO10,GO:0006974,DNA damage response
91782,CHMP7,CHMP7,GO10,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
91801,ALKBH8,ALKBH8,GO10,GO:0006974,DNA damage response
91875,TTC5,TTC5,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
9189,ZBED1,ZBED1,GO10,GO:0031965,nuclear membrane
92140,MTDH,MTDH,GO10,GO:0031965,nuclear membrane
9218,VAPA,VAPA,GO10,GO:0031965,nuclear membrane
9232,PTTG1,PTTG1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
92421,CHMP4C,CHMP4C,GO10,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
9261,MAPKAPK2,MAPKAPK2,GO10,GO:0006974,DNA damage response
92667,MGME1,MGME1,GO10,GO:0006281;GO:0006974;GO:0043504,DNA damage response;DNA repair;mitochondrial DNA repair
92797,HELB,HELB,GO10,GO:0005662;GO:0006281;GO:0006974,DNA damage response;DNA repair;DNA replication factor A complex
92815,H2AC25,H2AC25,GO10,GO:0070914,UV-damage excision repair
9284,NPIPA1,NPIPA1,GO10,GO:0005643;GO:0031965,nuclear membrane;nuclear pore
9319,TRIP13,TRIP13,GO10,GO:0006302,double-strand break repair
9320,TRIP12,TRIP12,GO10,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
9330,GTF3C3,GTF3C3,GO10,GO:0031965,nuclear membrane
93426,SYCE1,SYCE1,GO10,GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;synaptonemal complex
9344,TAOK2,TAOK2,GO10,GO:0006974;GO:0007095,DNA damage response;mitotic G2 DNA damage checkpoint signaling
9378,NRXN1,NRXN1,GO10,GO:0031965,nuclear membrane
93953,GCNA,GCNA,GO10,GO:0006974;GO:0106300,DNA damage response;protein-DNA covalent cross-linking repair
93973,ACTR8,ACTR8,GO10,GO:0006281;GO:0006302;GO:0006974;GO:0031011,DNA damage response;DNA repair;double-strand break repair;Ino80 complex
9400,RECQL5,RECQL5,GO10,GO:0000724;GO:0006281;GO:0006974;GO:1990414,DNA damage response;DNA repair;double-strand break repair via homologous recombination;replication-born double-strand break repair via sister chromatid exchange
9401,RECQL4,RECQL4,GO10,GO:0000724;GO:0006281,DNA repair;double-strand break repair via homologous recombination
94026,POM121L2,POM121L2,GO10,GO:0005643;GO:0017056,nuclear pore;structural constituent of nuclear pore
9447,AIM2,AIM2,GO10,GO:0006974,DNA damage response
9472,AKAP6,AKAP6,GO10,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
952,CD38,CD38,GO10,GO:0031965,nuclear membrane
9525,VPS4B,VPS4B,GO10,GO:0005643,nuclear pore
9536,PTGES,PTGES,GO10,GO:0005641,nuclear envelope lumen
9538,EI24,EI24,GO10,GO:0008630;GO:0031965,intrinsic apoptotic signaling pathway in response to DNA damage;nuclear membrane
9555,MACROH2A1,MACROH2A1,GO10,GO:0000228;GO:0001740;GO:0006281,Barr body;DNA repair;nuclear chromosome
9557,CHD1L,CHD1L,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
9575,CLOCK,CLOCK,GO10,GO:0000077;GO:0006974,DNA damage checkpoint signaling;DNA damage response
9577,BABAM2,BABAM2,GO10,GO:0006281;GO:0006302;GO:0006974;GO:0007095,DNA damage response;DNA repair;double-strand break repair;mitotic G2 DNA damage checkpoint signaling
9587,MAD2L1BP,MAD2L1BP,GO10,GO:0031965,nuclear membrane
9589,WTAP,WTAP,GO10,GO:0031965,nuclear membrane
9631,NUP155,NUP155,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031965;GO:0044611,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore inner ring;structural constituent of nuclear pore
9641,IKBKE,IKBKE,GO10,GO:0006974;GO:0008630,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage
9643,MORF4L2,MORF4L2,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
9656,MDC1,MDC1,GO10,GO:0006281;GO:0006974;GO:0031573,DNA damage response;DNA repair;mitotic intra-S DNA damage checkpoint signaling
9665,MARF1,MARF1,GO10,GO:0006302,double-strand break repair
9668,ZNF432,ZNF432,GO10,GO:0006974,DNA damage response
9688,NUP93,NUP93,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore;structural constituent of nuclear pore
9722,NOS1AP,NOS1AP,GO10,GO:0031965,nuclear membrane
9739,SETD1A,SETD1A,GO10,GO:0006974,DNA damage response
9766,SUSD6,SUSD6,GO10,GO:0006974,DNA damage response
9768,PCLAF,PCLAF,GO10,GO:0006281;GO:0006974;GO:0019985,DNA damage response;DNA repair;translesion synthesis
9774,BCLAF1,BCLAF1,GO10,GO:0006974,DNA damage response
9782,MATR3,MATR3,GO10,GO:0005637,nuclear inner membrane
9798,IST1,IST1,GO10,GO:0005635,nuclear envelope
9805,SCRN1,SCRN1,GO10,GO:0031965,nuclear membrane
9812,DELE1,DELE1,GO10,GO:0006974,DNA damage response
9818,NUP58,NUP58,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore;structural constituent of nuclear pore
983,CDK1,CDK1,GO10,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
9837,GINS1,GINS1,GO10,GO:0000811;GO:0071162,CMG complex;GINS complex
9874,TLK1,TLK1,GO10,GO:0006974,DNA damage response
988,CDC5L,CDC5L,GO10,GO:0000077;GO:0005662;GO:0006281;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA replication factor A complex
9883,POM121,POM121,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore;structural constituent of nuclear pore
9891,NUAK1,NUAK1,GO10,GO:0006974,DNA damage response
9907,AP5Z1,AP5Z1,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
9913,SUPT7L,SUPT7L,GO10,GO:0051457,maintenance of protein location in nucleus
9918,NCAPD2,NCAPD2,GO10,GO:0000228;GO:0000794,condensed nuclear chromosome;nuclear chromosome
9923,ZBTB40,ZBTB40,GO10,GO:0006974,DNA damage response
9937,DCLRE1A,DCLRE1A,GO10,GO:0006281;GO:0006303;GO:0006974;GO:0036297,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining;interstrand cross-link repair
9960,USP3,USP3,GO10,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
9961,MVP,MVP,GO10,GO:0005643,nuclear pore
9972,NUP153,NUP153,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031965;GO:0044615,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore nuclear basket;structural constituent of nuclear pore
9978,RBX1,RBX1,GO10,GO:0006281;GO:0006283;GO:0006289;GO:0006974;GO:0042770,DNA damage response;DNA repair;nucleotide-excision repair;signal transduction in response to DNA damage;transcription-coupled nucleotide-excision repair
9985,REC8,REC8,GO10,GO:0000724;GO:0000794;GO:0000795;GO:0000800;GO:0006302,condensed nuclear chromosome;double-strand break repair;double-strand break repair via homologous recombination;lateral element;synaptonemal complex
80324,PUS1,PUS1,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
161882,ZFPM1,ZFPM1,GO9_unique,GO:0005654,nucleoplasm
51562,MBIP,MBIP,GO9_unique,GO:0005654;GO:0005730,nucleolus;nucleoplasm
5089,PBX2,PBX2,GO9_unique,GO:0005654,nucleoplasm
9270,ITGB1BP1,ITGB1BP1,GO9_unique,GO:0005654,nucleoplasm
10272,FSTL3,FSTL3,GO9_unique,GO:0005654,nucleoplasm
5433,POLR2D,POLR2D,GO9_unique,GO:0005654;GO:0005665;GO:0016607,"nuclear speck;nucleoplasm;RNA polymerase II, core complex"
112950,MED8,MED8,GO9_unique,GO:0005654;GO:0016592;GO:0070847,core mediator complex;mediator complex;nucleoplasm
5971,RELB,RELB,GO9_unique,GO:0005654;GO:0071159,NF-kappaB complex;nucleoplasm
2872,MKNK2,MKNK2,GO9_unique,GO:0016604;GO:0016605,nuclear body;PML body
4660,PPP1R12B,PPP1R12B,GO9_unique,GO:0005654,nucleoplasm
54960,GEMIN8,GEMIN8,GO9_unique,GO:0005654;GO:0097504,Gemini of Cajal bodies;nucleoplasm
1787,TRDMT1,TRDMT1,GO9_unique,GO:0005654,nucleoplasm
51013,EXOSC1,EXOSC1,GO9_unique,GO:0000176;GO:0005654;GO:0005730;GO:0101019,nuclear exosome (RNase complex);nucleolar exosome (RNase complex);nucleolus;nucleoplasm
79577,CDC73,CDC73,GO9_unique,GO:0005654;GO:0016593,Cdc73/Paf1 complex;nucleoplasm
801,CALM1,CALM1,GO9_unique,GO:0005654,nucleoplasm
