gene_id,symbol,all_symbols,source_group,go_ids,go_names
286257,PAXX,PAXX,GO10,GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining
2869,GRK5,GRK5,GO10,GO:0031965,nuclear membrane
2879,GPX4,GPX4,GO10,GO:0005635,nuclear envelope
2885,GRB2,GRB2,GO10,GO:0042770,signal transduction in response to DNA damage
28959,TMEM176B,TMEM176B,GO10,GO:0031965,nuclear membrane
28970,C11orf54,C11orf54,GO10,GO:0006974,DNA damage response
28985,MCTS1,MCTS1,GO10,GO:0006974,DNA damage response
28990,ASTE1,ASTE1,GO10,GO:0000724;GO:0006303,double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining
28992,MACROD1,MACROD1,GO10,GO:0006974,DNA damage response
28996,HIPK2,HIPK2,GO10,GO:0006974;GO:0030330;GO:0042771,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"
29057,FAM156A,FAM156A,GO10,GO:0005635,nuclear envelope
29072,SETD2,SETD2,GO10,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair
29082,CHMP4A,CHMP4A,GO10,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
29086,BABAM1,BABAM1,GO10,GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;mitotic G2 DNA damage checkpoint signaling
29089,UBE2T,UBE2T,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
29107,NXT1,NXT1,GO10,GO:0005643;GO:0044613,nuclear pore;nuclear pore central transport channel
29108,PYCARD,PYCARD,GO10,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
29128,UHRF1,UHRF1,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
2915,GRM5,GRM5,GO10,GO:0005637,nuclear inner membrane
2956,MSH6,MSH6,GO10,GO:0000710;GO:0006281;GO:0006298;GO:0006974;GO:0008630,DNA damage response;DNA repair;intrinsic apoptotic signaling pathway in response to DNA damage;meiotic mismatch repair;mismatch repair
2965,GTF2H1,GTF2H1,GO10,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair
2966,GTF2H2,GTF2H2,GO10,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair
2967,GTF2H3,GTF2H3,GO10,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair
2968,GTF2H4,GTF2H4,GO10,GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair
29781,NCAPH2,NCAPH2,GO10,GO:0000794,condensed nuclear chromosome
29803,REPIN1,REPIN1,GO10,GO:0031965,nuclear membrane
29844,TFPT,TFPT,GO10,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
2986,GUCY2F,GUCY2F,GO10,GO:0005640,nuclear outer membrane
29890,RBM15B,RBM15B,GO10,GO:0005635,nuclear envelope
29893,PSMC3IP,PSMC3IP,GO10,GO:0000794,condensed nuclear chromosome
29935,RPA4,RPA4,GO10,GO:0000077;GO:0000724;GO:0005662;GO:0006281;GO:0006289;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;nucleotide-excision repair
29947,DNMT3L,DNMT3L,GO10,GO:0000794,condensed nuclear chromosome
29956,CERS2,CERS2,GO10,GO:0031965,nuclear membrane
29959,NRBP1,NRBP1,GO10,GO:0006974,DNA damage response
29965,CDIP1,CDIP1,GO10,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
29980,DONSON,DONSON,GO10,GO:0000077;GO:0007095,DNA damage checkpoint signaling;mitotic G2 DNA damage checkpoint signaling
29997,NOP53,NOP53,GO10,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
3000,GUCY2D,GUCY2D,GO10,GO:0005640,nuclear outer membrane
3014,H2AX,H2AX,GO10,GO:0000077;GO:0000724;GO:0000794;GO:0006281;GO:0006302;GO:0006974,condensed nuclear chromosome;DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination
3015,H2AZ1,H2AZ1,GO10,GO:0001740,Barr body
3065,HDAC1,HDAC1,GO10,GO:0070822,Sin3-type complex
3066,HDAC2,HDAC2,GO10,GO:0070822,Sin3-type complex
307,ANXA4,ANXA4,GO10,GO:0031965,nuclear membrane
3070,HELLS,HELLS,GO10,GO:0000724;GO:0006302,double-strand break repair;double-strand break repair via homologous recombination
30832,ZNF354C,ZNF354C,GO10,GO:0031965,nuclear membrane
3090,HIC1,HIC1,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
311,ANXA11,ANXA11,GO10,GO:0005635,nuclear envelope
3141,HLCS,HLCS,GO10,GO:0005652,nuclear lamina
3146,HMGB1,HMGB1,GO10,GO:0006281;GO:0006284;GO:0006302;GO:0006303;GO:0006974,base-excision repair;DNA damage response;DNA repair;double-strand break repair;double-strand break repair via nonhomologous end joining
3148,HMGB2,HMGB2,GO10,GO:0006303,double-strand break repair via nonhomologous end joining
3150,HMGN1,HMGN1,GO10,GO:0000720;GO:0006283,pyrimidine dimer repair by nucleotide-excision repair;transcription-coupled nucleotide-excision repair
3159,HMGA1,HMGA1,GO10,GO:0031965,nuclear membrane
3164,NR4A1,NR4A1,GO10,GO:0031965,nuclear membrane
3192,HNRNPU,HNRNPU,GO10,GO:0000228;GO:0051457,maintenance of protein location in nucleus;nuclear chromosome
322,APBB1,APBB1,GO10,GO:0006974,DNA damage response
324,APC,APC,GO10,GO:0006974,DNA damage response
3249,HPN,HPN,GO10,GO:0031965,nuclear membrane
3267,AGFG1,AGFG1,GO10,GO:0005643,nuclear pore
3276,PRMT1,PRMT1,GO10,GO:0006974,DNA damage response
328,APEX1,APEX1,GO10,GO:0006281;GO:0006284;GO:0006287;GO:0006974;GO:0097698,"base-excision repair;base-excision repair, gap-filling;DNA damage response;DNA repair;telomere maintenance via base-excision repair"
329,BIRC2,BIRC2,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
3297,HSF1,HSF1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
330,BIRC3,BIRC3,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
3300,DNAJB2,DNAJB2,GO10,GO:0031965,nuclear membrane
3306,HSPA2,HSPA2,GO10,GO:0000795,synaptonemal complex
331,XIAP,XIAP,GO10,GO:0006974,DNA damage response
332,BIRC5,BIRC5,GO10,GO:0000228,nuclear chromosome
3364,HUS1,HUS1,GO10,GO:0000077;GO:0000724;GO:0006281;GO:0006289;GO:0006974;GO:0030896;GO:0031573,checkpoint clamp complex;DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair via homologous recombination;mitotic intra-S DNA damage checkpoint signaling;nucleotide-excision repair
339834,IHO1,IHO1,GO10,GO:0000794,condensed nuclear chromosome
340371,NRBP2,NRBP2,GO10,GO:0006974,DNA damage response
340485,ACER2,ACER2,GO10,GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator"
3428,IFI16,IFI16,GO10,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
3429,IFI27,IFI27,GO10,GO:0005635;GO:0005637,nuclear envelope;nuclear inner membrane
3482,IGF2R,IGF2R,GO10,GO:0005641,nuclear envelope lumen
348654,GEN1,GEN1,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
348995,NUP43,NUP43,GO10,GO:0005635;GO:0005643;GO:0031080,nuclear envelope;nuclear pore;nuclear pore outer ring
3508,IGHMBP2,IGHMBP2,GO10,GO:0006974,DNA damage response
351,APP,APP,GO10,GO:0005641,nuclear envelope lumen
353497,POLN,POLN,GO10,GO:0000724;GO:0006281;GO:0006302;GO:0006974;GO:0019985;GO:0036297,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;interstrand cross-link repair;translesion synthesis
3550,IK,IK,GO10,GO:0000228,nuclear chromosome
358,AQP1,AQP1,GO10,GO:0031965,nuclear membrane
3601,IL15RA,IL15RA,GO10,GO:0031965,nuclear membrane
3619,INCENP,INCENP,GO10,GO:0000795;GO:0000800;GO:0000801,central element;lateral element;synaptonemal complex
3621,ING1,ING1,GO10,GO:0070822,Sin3-type complex
3622,ING2,ING2,GO10,GO:0006974;GO:0070822,DNA damage response;Sin3-type complex
3631,INPP4A,INPP4A,GO10,GO:0031965,nuclear membrane
3643,INSR,INSR,GO10,GO:0005635,nuclear envelope
3661,IRF3,IRF3,GO10,GO:0006974,DNA damage response
3665,IRF7,IRF7,GO10,GO:0006974,DNA damage response
3692,EIF6,EIF6,GO10,GO:0005638,lamin filament
3708,ITPR1,ITPR1,GO10,GO:0005635;GO:0005637,nuclear envelope;nuclear inner membrane
3710,ITPR3,ITPR3,GO10,GO:0005640,nuclear outer membrane
3725,JUN,JUN,GO10,GO:0000228,nuclear chromosome
374393,FAM111B,FAM111B,GO10,GO:0005652;GO:0106300,nuclear lamina;protein-DNA covalent cross-linking repair
3756,KCNH1,KCNH1,GO10,GO:0005637,nuclear inner membrane
375748,ERCC6L2,ERCC6L2,GO10,GO:0006281;GO:0006974;GO:0036297;GO:0097680,DNA damage response;DNA repair;double-strand break repair via classical nonhomologous end joining;interstrand cross-link repair
375757,SWI5,SWI5,GO10,GO:0000228;GO:0000707;GO:0000724;GO:0006281;GO:0006974;GO:0032798,DNA damage response;DNA repair;double-strand break repair via homologous recombination;meiotic DNA recombinase assembly;nuclear chromosome;Swi5-Sfr1 complex
378708,CENPS,CENPS,GO10,GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;interstrand cross-link repair
3791,KDR,KDR,GO10,GO:0031965,nuclear membrane
3835,KIF22,KIF22,GO10,GO:0006281,DNA repair
3836,KPNA1,KPNA1,GO10,GO:0005643,nuclear pore
3837,KPNB1,KPNB1,GO10,GO:0005635;GO:0005643;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore
3838,KPNA2,KPNA2,GO10,GO:0031965,nuclear membrane
3839,KPNA3,KPNA3,GO10,GO:0005643,nuclear pore
3840,KPNA4,KPNA4,GO10,GO:0005643,nuclear pore
3843,IPO5,IPO5,GO10,GO:0005643;GO:0031965,nuclear membrane;nuclear pore
388799,FAM209B,FAM209B,GO10,GO:0005637,nuclear inner membrane
389493,NUPR2,NUPR2,GO10,GO:0006974,DNA damage response
389898,UBE2NL,UBE2NL,GO10,GO:0006301,DNA damage tolerance
3930,LBR,LBR,GO10,GO:0005635;GO:0005637;GO:0005652;GO:0031965,nuclear envelope;nuclear inner membrane;nuclear lamina;nuclear membrane
3978,LIG1,LIG1,GO10,GO:0006281;GO:0006284;GO:0006287;GO:0006298;GO:0006974,"base-excision repair;base-excision repair, gap-filling;DNA damage response;DNA repair;mismatch repair"
3980,LIG3,LIG3,GO10,GO:0000724;GO:0006281;GO:0006284;GO:0006287;GO:0006302;GO:0006974;GO:0043504;GO:0097681,"base-excision repair;base-excision repair, gap-filling;DNA damage response;DNA repair;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via homologous recombination;mitochondrial DNA repair"
3981,LIG4,LIG4,GO10,GO:0000012;GO:0006281;GO:0006284;GO:0006297;GO:0006302;GO:0006303;GO:0006974;GO:0097680,"base-excision repair;DNA damage response;DNA repair;double-strand break repair;double-strand break repair via classical nonhomologous end joining;double-strand break repair via nonhomologous end joining;nucleotide-excision repair, DNA gap filling;single strand break repair"
4000,LMNA,LMNA,GO10,GO:0005635;GO:0005638;GO:0005652;GO:0006303;GO:0031965,double-strand break repair via nonhomologous end joining;lamin filament;nuclear envelope;nuclear lamina;nuclear membrane
4001,LMNB1,LMNB1,GO10,GO:0005635;GO:0005637;GO:0005638;GO:0005652;GO:0031965,lamin filament;nuclear envelope;nuclear inner membrane;nuclear lamina;nuclear membrane
4008,LMO7,LMO7,GO10,GO:0005635,nuclear envelope
400966,RGPD1,RGPD1,GO10,GO:0005643,nuclear pore
402,ARL2,ARL2,GO10,GO:0051457,maintenance of protein location in nucleus
4033,IRAG2,IRAG2,GO10,GO:0005635;GO:0034993,meiotic nuclear membrane microtubule tethering complex;nuclear envelope
403313,PLPP6,PLPP6,GO10,GO:0005635;GO:0005637;GO:0031965,nuclear envelope;nuclear inner membrane;nuclear membrane
404672,GTF2H5,GTF2H5,GO10,GO:0006281;GO:0006289;GO:0006294;GO:0006974,"DNA damage response;DNA repair;nucleotide-excision repair;nucleotide-excision repair, preincision complex assembly"
4056,LTC4S,LTC4S,GO10,GO:0005635;GO:0005640;GO:0031965,nuclear envelope;nuclear membrane;nuclear outer membrane
4067,LYN,LYN,GO10,GO:0000077;GO:0006974,DNA damage checkpoint signaling;DNA damage response
4085,MAD2L1,MAD2L1,GO10,GO:0044615,nuclear pore nuclear basket
4086,SMAD1,SMAD1,GO10,GO:0005637,nuclear inner membrane
4088,SMAD3,SMAD3,GO10,GO:0005637,nuclear inner membrane
4137,MAPT,MAPT,GO10,GO:0006974,DNA damage response
4157,MC1R,MC1R,GO10,GO:0070914,UV-damage excision repair
4170,MCL1,MCL1,GO10,GO:0006974;GO:0008630,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage
4171,MCM2,MCM2,GO10,GO:0000228;GO:0000727;GO:0005664;GO:0071162,CMG complex;double-strand break repair via break-induced replication;nuclear chromosome;nuclear origin of replication recognition complex
4172,MCM3,MCM3,GO10,GO:0000727;GO:0005658;GO:0071162,alpha DNA polymerase:primase complex;CMG complex;double-strand break repair via break-induced replication
4173,MCM4,MCM4,GO10,GO:0000727;GO:0071162,CMG complex;double-strand break repair via break-induced replication
4174,MCM5,MCM5,GO10,GO:0000727;GO:0071162,CMG complex;double-strand break repair via break-induced replication
4175,MCM6,MCM6,GO10,GO:0000727;GO:0071162,CMG complex;double-strand break repair via break-induced replication
4176,MCM7,MCM7,GO10,GO:0000727;GO:0006974;GO:0071162,CMG complex;DNA damage response;double-strand break repair via break-induced replication
4193,MDM2,MDM2,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
4194,MDM4,MDM4,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
4221,MEN1,MEN1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
4255,MGMT,MGMT,GO10,GO:0006281;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair
4258,MGST2,MGST2,GO10,GO:0005635,nuclear envelope
4259,MGST3,MGST3,GO10,GO:0005635,nuclear envelope
4282,MIF,MIF,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
4287,ATXN3,ATXN3,GO10,GO:0006289,nucleotide-excision repair
4292,MLH1,MLH1,GO10,GO:0000710;GO:0000794;GO:0000795;GO:0005712;GO:0005715;GO:0006281;GO:0006298;GO:0006303;GO:0006974;GO:0008630,chiasma;condensed nuclear chromosome;DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;late recombination nodule;meiotic mismatch repair;mismatch repair;synaptonemal complex
4303,FOXO4,FOXO4,GO10,GO:0007095,mitotic G2 DNA damage checkpoint signaling
4331,MNAT1,MNAT1,GO10,GO:0006281;GO:0006289,DNA repair;nucleotide-excision repair
4332,MNDA,MNDA,GO10,GO:0006974,DNA damage response
4350,MPG,MPG,GO10,GO:0006281;GO:0006284;GO:0006307;GO:0006974;GO:0045007,base-excision repair;depurination;DNA alkylation repair;DNA damage response;DNA repair
4361,MRE11,MRE11,GO10,GO:0000724;GO:0000729;GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0007095;GO:0031573;GO:0097552,DNA damage response;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining;mitochondrial double-strand break repair via homologous recombination;mitotic G2 DNA damage checkpoint signaling;mitotic intra-S DNA damage checkpoint signaling
440275,EIF2AK4,EIF2AK4,GO10,GO:0000077,DNA damage checkpoint signaling
4436,MSH2,MSH2,GO10,GO:0006281;GO:0006298;GO:0006301;GO:0006302;GO:0006974;GO:0008630;GO:0031573;GO:0042771,DNA damage response;DNA damage tolerance;DNA repair;double-strand break repair;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mismatch repair;mitotic intra-S DNA damage checkpoint signaling
4437,MSH3,MSH3,GO10,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair
4438,MSH4,MSH4,GO10,GO:0000794;GO:0000795;GO:0005713;GO:0006298,condensed nuclear chromosome;mismatch repair;recombination nodule;synaptonemal complex
4439,MSH5,MSH5,GO10,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair
4521,NUDT1,NUDT1,GO10,GO:0006281,DNA repair
4582,MUC1,MUC1,GO10,GO:0030330;GO:0031571,"DNA damage response, signal transduction by p53 class mediator;mitotic G1 DNA damage checkpoint signaling"
4595,MUTYH,MUTYH,GO10,GO:0006281;GO:0006284;GO:0006298;GO:0006974;GO:0045007,base-excision repair;depurination;DNA damage response;DNA repair;mismatch repair
4599,MX1,MX1,GO10,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
4600,MX2,MX2,GO10,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
4609,MYC,MYC,GO10,GO:0006974;GO:0008630,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage
4646,MYO6,MYO6,GO10,GO:0030330;GO:0031965,"DNA damage response, signal transduction by p53 class mediator;nuclear membrane"
4683,NBN,NBN,GO10,GO:0000077;GO:0000724;GO:0000729;GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0030330;GO:0031848;GO:0043247;GO:0097681,"DNA damage checkpoint signaling;DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via homologous recombination;mitotic G2 DNA damage checkpoint signaling;protection from non-homologous end joining at telomere;telomere maintenance in response to DNA damage"
472,ATM,ATM,GO10,GO:0000077;GO:0000724;GO:0000729;GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0007095;GO:0008630;GO:0030330;GO:0042770,"DNA damage checkpoint signaling;DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;mitotic G2 DNA damage checkpoint signaling;signal transduction in response to DNA damage"
4726,NDUFS6,NDUFS6,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
4734,NEDD4,NEDD4,GO10,GO:0006974,DNA damage response
4745,NELL1,NELL1,GO10,GO:0005635,nuclear envelope
4751,NEK2,NEK2,GO10,GO:0000794,condensed nuclear chromosome
4773,NFATC2,NFATC2,GO10,GO:0006974,DNA damage response
4776,NFATC4,NFATC4,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
4796,TONSL,TONSL,GO10,GO:0000724;GO:0005662;GO:0006281;GO:0006974;GO:0043596,DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;nuclear replication fork
4798,NFRKB,NFRKB,GO10,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
4824,NKX3-1,NKX3-1,GO10,GO:0006974,DNA damage response
4832,NME3,NME3,GO10,GO:0006281,DNA repair
4841,NONO,NONO,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
4862,NPAS2,NPAS2,GO10,GO:0006974,DNA damage response
4864,NPC1,NPC1,GO10,GO:0005635,nuclear envelope
4869,NPM1,NPM1,GO10,GO:0006281,DNA repair
4881,NPR1,NPR1,GO10,GO:0031965,nuclear membrane
489,ATP2A3,ATP2A3,GO10,GO:0031965,nuclear membrane
4913,NTHL1,NTHL1,GO10,GO:0006281;GO:0006284;GO:0006285;GO:0006289;GO:0006974;GO:0045008,"base-excision repair;base-excision repair, AP site formation;depyrimidination;DNA damage response;DNA repair;nucleotide-excision repair"
4925,NUCB2,NUCB2,GO10,GO:0005635;GO:0005640,nuclear envelope;nuclear outer membrane
4927,NUP88,NUP88,GO10,GO:0005635;GO:0005643;GO:0017056,nuclear envelope;nuclear pore;structural constituent of nuclear pore
4928,NUP98,NUP98,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031080;GO:0031965;GO:0044614;GO:0044615,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore cytoplasmic filaments;nuclear pore nuclear basket;nuclear pore outer ring;structural constituent of nuclear pore
493861,EID3,EID3,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
4968,OGG1,OGG1,GO10,GO:0006281;GO:0006284;GO:0006285;GO:0006289;GO:0006974;GO:0045007;GO:0045008,"base-excision repair;base-excision repair, AP site formation;depurination;depyrimidination;DNA damage response;DNA repair;nucleotide-excision repair"
4998,ORC1,ORC1,GO10,GO:0005664,nuclear origin of replication recognition complex
4999,ORC2,ORC2,GO10,GO:0005664,nuclear origin of replication recognition complex
5000,ORC4,ORC4,GO10,GO:0005664,nuclear origin of replication recognition complex
5001,ORC5,ORC5,GO10,GO:0005664,nuclear origin of replication recognition complex
5002,SLC67A1,SLC67A1,GO10,GO:0005635,nuclear envelope
5048,PAFAH1B1,PAFAH1B1,GO10,GO:0005635;GO:0031965,nuclear envelope;nuclear membrane
50484,RRM2B,RRM2B,GO10,GO:0000731;GO:0006281;GO:0006974,DNA damage response;DNA repair;DNA synthesis involved in DNA repair
50485,SMARCAL1,SMARCAL1,GO10,GO:0005662;GO:0006281;GO:0006303;GO:0006974;GO:0043596,DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via nonhomologous end joining;nuclear replication fork
50511,SYCP3,SYCP3,GO10,GO:0000794;GO:0000795;GO:0000800,condensed nuclear chromosome;lateral element;synaptonemal complex
5058,PAK1,PAK1,GO10,GO:0006974;GO:0031965,DNA damage response;nuclear membrane
50626,ZFTRAF1,ZFTRAF1,GO10,GO:0005635,nuclear envelope
51008,ASCC1,ASCC1,GO10,GO:0006281;GO:0006307;GO:0006974,DNA alkylation repair;DNA damage response;DNA repair
51065,RPS27L,RPS27L,GO10,GO:0030330;GO:0031571;GO:0042771,"DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mitotic G1 DNA damage checkpoint signaling"
5111,PCNA,PCNA,GO10,GO:0005652;GO:0006281;GO:0006287;GO:0006298;GO:0006974;GO:0019985;GO:0043596,"base-excision repair, gap-filling;DNA damage response;DNA repair;mismatch repair;nuclear lamina;nuclear replication fork;translesion synthesis"
51111,KMT5B,KMT5B,GO10,GO:0006281,DNA repair
51131,PHF11,PHF11,GO10,GO:0031965,nuclear membrane
51149,MRNIP,MRNIP,GO10,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
5119,CHMP1A,CHMP1A,GO10,GO:0000794;GO:0005643,condensed nuclear chromosome;nuclear pore
51194,IPO11,IPO11,GO10,GO:0005635,nuclear envelope
51230,PHF20,PHF20,GO10,GO:0031965,nuclear membrane
51231,VRK3,VRK3,GO10,GO:0006974,DNA damage response
51246,SHISA5,SHISA5,GO10,GO:0005635;GO:0031965;GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;nuclear envelope;nuclear membrane
51270,TFDP3,TFDP3,GO10,GO:0006974;GO:0031965,DNA damage response;nuclear membrane
5130,PCYT1A,PCYT1A,GO10,GO:0005635,nuclear envelope
51322,WAC,WAC,GO10,GO:0006974;GO:0031571,DNA damage response;mitotic G1 DNA damage checkpoint signaling
51341,ZBTB7A,ZBTB7A,GO10,GO:0097680,double-strand break repair via classical nonhomologous end joining
51343,FZR1,FZR1,GO10,GO:0006281;GO:0006974;GO:0007095;GO:0031965,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling;nuclear membrane
51347,TAOK3,TAOK3,GO10,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
51360,MBTPS2,MBTPS2,GO10,GO:0007095,mitotic G2 DNA damage checkpoint signaling
51366,UBR5,UBR5,GO10,GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling
51368,TEX264,TEX264,GO10,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair
51374,ATRAID,ATRAID,GO10,GO:0005635,nuclear envelope
51377,UCHL5,UCHL5,GO10,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
51426,POLK,POLK,GO10,GO:0006281;GO:0006297;GO:0006974;GO:0019985;GO:0042276,"DNA damage response;DNA repair;error-prone translesion synthesis;nucleotide-excision repair, DNA gap filling;translesion synthesis"
51444,RNF138,RNF138,GO10,GO:0000724;GO:0006281;GO:0006974;GO:0010792,DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA repair;double-strand break repair via homologous recombination
51455,REV1,REV1,GO10,GO:0006281;GO:0006974;GO:0019985;GO:0042276;GO:0043596;GO:0070987,DNA damage response;DNA repair;error-free translesion synthesis;error-prone translesion synthesis;nuclear replication fork;translesion synthesis
51493,RTCB,RTCB,GO10,GO:0005635,nuclear envelope
51499,TRIAP1,TRIAP1,GO10,GO:0030330;GO:0031571,"DNA damage response, signal transduction by p53 class mediator;mitotic G1 DNA damage checkpoint signaling"
51510,CHMP5,CHMP5,GO10,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
51512,GTSE1,GTSE1,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
51514,DTL,DTL,GO10,GO:0006974;GO:0007095;GO:0019985;GO:0031965,DNA damage response;mitotic G2 DNA damage checkpoint signaling;nuclear membrane;translesion synthesis
51530,ZC3HC1,ZC3HC1,GO10,GO:0005635;GO:0031965;GO:0044615,nuclear envelope;nuclear membrane;nuclear pore nuclear basket
51547,SIRT7,SIRT7,GO10,GO:0005731;GO:0006281;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;nucleolus organizer region
51548,SIRT6,SIRT6,GO10,GO:0006281;GO:0006284;GO:0006302;GO:0006974;GO:0140861,base-excision repair;DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair
51550,CINP,CINP,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
51567,TDP2,TDP2,GO10,GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair
51588,PIAS4,PIAS4,GO10,GO:0006302,double-strand break repair
51634,RBMX2,RBMX2,GO10,GO:0031965,nuclear membrane
51652,CHMP3,CHMP3,GO10,GO:0005643,nuclear pore
51659,GINS2,GINS2,GO10,GO:0000727;GO:0000811;GO:0071162,CMG complex;double-strand break repair via break-induced replication;GINS complex
51720,UIMC1,UIMC1,GO10,GO:0006281;GO:0006302;GO:0006974;GO:0007095;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;mitotic G2 DNA damage checkpoint signaling
51742,ARID4B,ARID4B,GO10,GO:0070822,Sin3-type complex
