symbol,source_group,go_ids,go_names
CHEK1,GO8,GO:0000077;GO:0000794;GO:0006281;GO:0006974;GO:0007095;GO:0042770,condensed nuclear chromosome;DNA damage checkpoint signaling;DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling;signal transduction in response to DNA damage
CHEK2,GO8,GO:0000077;GO:0006281;GO:0006302;GO:0006974;GO:0008630;GO:0030330;GO:0031573;GO:0042770;GO:0042771;GO:0044773,"DNA damage checkpoint signaling;DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;double-strand break repair;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mitotic DNA damage checkpoint signaling;mitotic intra-S DNA damage checkpoint signaling;signal transduction in response to DNA damage"
CHMP1A,GO8,GO:0000794;GO:0005643,condensed nuclear chromosome;nuclear pore
CHMP1B,GO8,GO:0005643,nuclear pore
CHMP2A,GO8,GO:0005643,nuclear pore
CHMP2B,GO8,GO:0005643,nuclear pore
CHMP3,GO8,GO:0005643,nuclear pore
CHMP4A,GO8,GO:0005643,nuclear pore
CHMP4B,GO8,GO:0005643,nuclear pore
CHMP4C,GO8,GO:0005643,nuclear pore
CHMP5,GO8,GO:0005643,nuclear pore
CHMP6,GO8,GO:0005643,nuclear pore
CHMP7,GO8,GO:0005643,nuclear pore
CHRAC1,GO8,GO:0008622;GO:0008623,CHRAC;epsilon DNA polymerase complex
CHRNA4,GO8,GO:0006281,DNA repair
CHTF18,GO8,GO:0031390,Ctf18 RFC-like complex
CHTF8,GO8,GO:0031390,Ctf18 RFC-like complex
CHTOP,GO8,GO:0000346,transcription export complex
CIB1,GO8,GO:0006302;GO:0006974,DNA damage response;double-strand break repair
CIDEB,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
CINP,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
CIR1,GO8,GO:0005681;GO:0071006,spliceosomal complex;U2-type catalytic step 1 spliceosome
CIRBP,GO8,GO:0005681,spliceosomal complex
CIZ1,GO8,GO:0051457,maintenance of protein location in nucleus
CLMN,GO8,GO:0034993,meiotic nuclear membrane microtubule tethering complex
CLNS1A,GO8,GO:0005681,spliceosomal complex
CLOCK,GO8,GO:0000077;GO:0006974;GO:1990513,CLOCK-BMAL transcription complex;DNA damage checkpoint signaling;DNA damage response
CLP1,GO8,GO:0000214;GO:0005849,mRNA cleavage factor complex;tRNA-intron endonuclease complex
CLSPN,GO8,GO:0000077;GO:0006281;GO:0006974;GO:0007095,DNA damage checkpoint signaling;DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
COMMD1,GO8,GO:0006289,nucleotide-excision repair
COPS2,GO8,GO:0008180,COP9 signalosome
COPS3,GO8,GO:0008180,COP9 signalosome
COPS4,GO8,GO:0008180,COP9 signalosome
COPS5,GO8,GO:0008180,COP9 signalosome
COPS6,GO8,GO:0008180,COP9 signalosome
COPS7A,GO8,GO:0008180,COP9 signalosome
COPS7B,GO8,GO:0008180,COP9 signalosome
COPS8,GO8,GO:0008180,COP9 signalosome
CPSF1,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
CPSF2,GO8,GO:0005847;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex
CPSF3,GO8,GO:0005847;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex
CPSF4,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
CPSF4L,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
CPSF6,GO8,GO:0005726;GO:0005847;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex;perichromatin fibrils
CPSF7,GO8,GO:0005847;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex
CRADD,GO8,GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator"
CRCP,GO8,GO:0005666,RNA polymerase III complex
CREB1,GO8,GO:0090575;GO:1990589,ATF4-CREB1 transcription factor complex;RNA polymerase II transcription regulator complex
CREB3,GO8,GO:0090575,RNA polymerase II transcription regulator complex
CREBZF,GO8,GO:0090575,RNA polymerase II transcription regulator complex
CREM,GO8,GO:1990589,ATF4-CREB1 transcription factor complex
CRIP1,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
CRIPT,GO8,GO:0005681;GO:0071018,spliceosomal complex;U12-type catalytic step 2 spliceosome
CRNKL1,GO8,GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
CRX,GO8,GO:0090575,RNA polymerase II transcription regulator complex
CRY1,GO8,GO:0042770,signal transduction in response to DNA damage
CRY2,GO8,GO:0000719;GO:1990512,Cry-Per complex;photoreactive repair
CSNK1A1,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
CSNK1E,GO8,GO:0006281,DNA repair
CSNK2A1,GO8,GO:0006302;GO:0006974;GO:0031519;GO:0035102;GO:0070822,DNA damage response;double-strand break repair;PcG protein complex;PRC1 complex;Sin3-type complex
CSNK2A2,GO8,GO:0006302;GO:0006974;GO:0031519;GO:0035102,DNA damage response;double-strand break repair;PcG protein complex;PRC1 complex
CSNK2A3,GO8,GO:0006302,double-strand break repair
CSNK2B,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
CSTF1,GO8,GO:0005848,mRNA cleavage stimulating factor complex
CSTF2,GO8,GO:0005847;GO:0005848;GO:0005849,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex;mRNA cleavage stimulating factor complex
CSTF2T,GO8,GO:0005847;GO:0005848,mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage stimulating factor complex
CSTF3,GO8,GO:0005848,mRNA cleavage stimulating factor complex
CTC1,GO8,GO:0006974;GO:1990879,CST complex;DNA damage response
CTLA4,GO8,GO:0006974,DNA damage response
CTNNB1,GO8,GO:0070369;GO:0071664;GO:0090575;GO:1990711;GO:1990907,beta-catenin-ICAT complex;beta-catenin-TCF complex;beta-catenin-TCF7L2 complex;catenin-TCF7L2 complex;RNA polymerase II transcription regulator complex
CTNNBIP1,GO8,GO:1990711,beta-catenin-ICAT complex
CTNNBL1,GO8,GO:0005681,spliceosomal complex
CTPS1,GO8,GO:0140861,DNA repair-dependent chromatin remodeling
CTR9,GO8,GO:0016593,Cdc73/Paf1 complex
CUL4A,GO8,GO:0000109;GO:0006281;GO:0006289;GO:0006974,DNA damage response;DNA repair;nucleotide-excision repair;nucleotide-excision repair complex
CUL4B,GO8,GO:0000109;GO:0006281;GO:0006289;GO:0006974;GO:0070914,DNA damage response;DNA repair;nucleotide-excision repair;nucleotide-excision repair complex;UV-damage excision repair
CUL7,GO8,GO:0005680,anaphase-promoting complex
CWC15,GO8,GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
CWC22,GO8,GO:0005681;GO:0071005;GO:0071006;GO:0071007;GO:0071013;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome
CWC25,GO8,GO:0005681;GO:0005684;GO:0071006,spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type spliceosomal complex
CWC27,GO8,GO:0005681;GO:0071005;GO:0071013;GO:0071018,catalytic step 2 spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome
CWF19L1,GO8,GO:0071014,post-mRNA release spliceosomal complex
CWF19L2,GO8,GO:0005681;GO:0071014,post-mRNA release spliceosomal complex;spliceosomal complex
CXXC1,GO8,GO:0035097;GO:0048188,histone methyltransferase complex;Set1C/COMPASS complex
DBF4,GO8,GO:0031431;GO:0031573,Dbf4-dependent protein kinase complex;mitotic intra-S DNA damage checkpoint signaling
DBF4B,GO8,GO:0031431,Dbf4-dependent protein kinase complex
DBP,GO8,GO:0090575,RNA polymerase II transcription regulator complex
DCAF13,GO8,GO:0032040,small-subunit processome
DCLRE1A,GO8,GO:0006281;GO:0006303;GO:0006974;GO:0036297,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining;interstrand cross-link repair
DCLRE1B,GO8,GO:0006281;GO:0006303;GO:0006974;GO:0031848;GO:0036297,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining;interstrand cross-link repair;protection from non-homologous end joining at telomere
DCLRE1C,GO8,GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0036297,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via nonhomologous end joining;interstrand cross-link repair
DCUN1D5,GO8,GO:0006974,DNA damage response
DDB1,GO8,GO:0000109;GO:0006281;GO:0006289;GO:0006974;GO:0070914,DNA damage response;DNA repair;nucleotide-excision repair;nucleotide-excision repair complex;UV-damage excision repair
DDB2,GO8,GO:0006281;GO:0006289;GO:0006290;GO:0006974;GO:0070914,DNA damage response;DNA repair;nucleotide-excision repair;pyrimidine dimer repair;UV-damage excision repair
DDIT3,GO8,GO:0006974;GO:0036488;GO:0090575;GO:1990617;GO:1990622,CHOP-ATF3 complex;CHOP-ATF4 complex;CHOP-C/EBP complex;DNA damage response;RNA polymerase II transcription regulator complex
DDIT4,GO8,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
DDX1,GO8,GO:0006302,double-strand break repair
DDX11,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
DDX19B,GO8,GO:0005643,nuclear pore
DDX20,GO8,GO:0090571,RNA polymerase II transcription repressor complex
DDX21,GO8,GO:0110016,B-WICH complex
DDX23,GO8,GO:0005681;GO:0005682;GO:0046540;GO:0071009;GO:0071011;GO:0071013;GO:0071016,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
DDX39A,GO8,GO:0000346,transcription export complex
DDX39B,GO8,GO:0000346;GO:0005681;GO:0005687;GO:0005688,spliceosomal complex;transcription export complex;U4 snRNP;U6 snRNP
DDX41,GO8,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
DDX42,GO8,GO:0071004,U2-type prespliceosome
DDX46,GO8,GO:0005681;GO:0005684;GO:0005686,spliceosomal complex;U2 snRNP;U2-type spliceosomal complex
DDX5,GO8,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
DEAF1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
DEK,GO8,GO:0110016,B-WICH complex
DGCR8,GO8,GO:0006974;GO:0070877,DNA damage response;microprocessor complex
DHX15,GO8,GO:0005681;GO:0005689;GO:0071008;GO:0071014,post-mRNA release spliceosomal complex;spliceosomal complex;U12-type spliceosomal complex;U2-type post-mRNA release spliceosomal complex
DHX16,GO8,GO:0005681;GO:0071005;GO:0071006;GO:0071018,spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome
DHX32,GO8,GO:0005681,spliceosomal complex
DHX35,GO8,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
DHX37,GO8,GO:0032040,small-subunit processome
DHX38,GO8,GO:0005681;GO:0071006;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex;U2-type catalytic step 1 spliceosome
DHX40,GO8,GO:0005681,spliceosomal complex
DHX8,GO8,GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071020,catalytic step 2 spliceosome;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
DHX9,GO8,GO:0005726,perichromatin fibrils
DIMT1,GO8,GO:0032040,small-subunit processome
DIS3,GO8,GO:0000176,nuclear exosome (RNase complex)
DKC1,GO8,GO:0005697;GO:0031429;GO:0072589;GO:0090661,box H/ACA scaRNP complex;box H/ACA snoRNP complex;box H/ACA telomerase RNP complex;telomerase holoenzyme complex
DMAP1,GO8,GO:0000812;GO:0006281,DNA repair;Swr1 complex
DMC1,GO8,GO:0000724;GO:0000730;GO:0000794;GO:0000800;GO:0006281;GO:1990918,condensed nuclear chromosome;DNA recombinase assembly;DNA repair;double-strand break repair involved in meiotic recombination;double-strand break repair via homologous recombination;lateral element
DNAJC17,GO8,GO:0005681,spliceosomal complex
DNMT3L,GO8,GO:0000794;GO:0035098,condensed nuclear chromosome;ESC/E(Z) complex
DNTT,GO8,GO:0006281;GO:0006303,DNA repair;double-strand break repair via nonhomologous end joining
DNTTIP1,GO8,GO:0000118,histone deacetylase complex
DNTTIP2,GO8,GO:0032040,small-subunit processome
DOCK7,GO8,GO:0008180,COP9 signalosome
DONSON,GO8,GO:0000077;GO:0007095,DNA damage checkpoint signaling;mitotic G2 DNA damage checkpoint signaling
DOT1L,GO8,GO:0000077;GO:0006281,DNA damage checkpoint signaling;DNA repair
DPF1,GO8,GO:0071565,nBAF complex
DPF2,GO8,GO:0016514,SWI/SNF complex
DPF3,GO8,GO:0016514;GO:0035060;GO:0071565,brahma complex;nBAF complex;SWI/SNF complex
DPY30,GO8,GO:0035097;GO:0044665;GO:0044666;GO:0048188;GO:0071339,histone methyltransferase complex;MLL1 complex;MLL1/2 complex;MLL3/4 complex;Set1C/COMPASS complex
DQX1,GO8,GO:0005681,spliceosomal complex
DR1,GO8,GO:0017054;GO:0090575,negative cofactor 2 complex;RNA polymerase II transcription regulator complex
DRAP1,GO8,GO:0017054;GO:0090575,negative cofactor 2 complex;RNA polymerase II transcription regulator complex
DROSHA,GO8,GO:0070877,microprocessor complex
DSCC1,GO8,GO:0031390,Ctf18 RFC-like complex
DTL,GO8,GO:0006974;GO:0007095;GO:0019985,DNA damage response;mitotic G2 DNA damage checkpoint signaling;translesion synthesis
DTX3L,GO8,GO:0000077;GO:0006281;GO:0006302;GO:0006974;GO:0140861,DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair
DYDC1,GO8,GO:0048188,Set1C/COMPASS complex
DYDC2,GO8,GO:0048188,Set1C/COMPASS complex
DYNLL1,GO8,GO:0006974;GO:0008180,COP9 signalosome;DNA damage response
DYRK1B,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
DYRK2,GO8,GO:0006974;GO:0042771,DNA damage response;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
E2F1,GO8,GO:0000077;GO:0000228;GO:0008630;GO:0035189;GO:0090575,DNA damage checkpoint signaling;intrinsic apoptotic signaling pathway in response to DNA damage;nuclear chromosome;Rb-E2F complex;RNA polymerase II transcription regulator complex
E2F2,GO8,GO:0035189;GO:0090575,Rb-E2F complex;RNA polymerase II transcription regulator complex
E2F3,GO8,GO:0090575,RNA polymerase II transcription regulator complex
E2F4,GO8,GO:0070176;GO:0090575,DRM complex;RNA polymerase II transcription regulator complex
E2F5,GO8,GO:0070176;GO:0090575,DRM complex;RNA polymerase II transcription regulator complex
E2F6,GO8,GO:0035102;GO:0071339;GO:0090571;GO:0090575,MLL1 complex;PRC1 complex;RNA polymerase II transcription regulator complex;RNA polymerase II transcription repressor complex
E2F7,GO8,GO:0006974;GO:0030330;GO:0090575,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;RNA polymerase II transcription regulator complex"
E2F8,GO8,GO:0090575,RNA polymerase II transcription regulator complex
EAF1,GO8,GO:0008023;GO:0032783,super elongation complex;transcription elongation factor complex
EAF2,GO8,GO:0008023;GO:0032783,super elongation complex;transcription elongation factor complex
EED,GO8,GO:0005677;GO:0035098,chromatin silencing complex;ESC/E(Z) complex
EEPD1,GO8,GO:0006281,DNA repair
EFTUD2,GO8,GO:0005681;GO:0005682;GO:0046540;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
EGLN3,GO8,GO:0006974,DNA damage response
EI24,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
EID3,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
EIF2AK4,GO8,GO:0000077,DNA damage checkpoint signaling
EIF4A3,GO8,GO:0005681;GO:0035145;GO:0071006;GO:0071007;GO:0071013;GO:0071020,catalytic step 2 spliceosome;exon-exon junction complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
EIF5A,GO8,GO:0005643,nuclear pore
ELL,GO8,GO:0008023,transcription elongation factor complex
ELL2,GO8,GO:0008023,transcription elongation factor complex
ELL3,GO8,GO:0008023,transcription elongation factor complex
ELOF1,GO8,GO:0006281;GO:0006283;GO:0006974;GO:0008023,DNA damage response;DNA repair;transcription elongation factor complex;transcription-coupled nucleotide-excision repair
ELP2,GO8,GO:0008023,transcription elongation factor complex
ELP4,GO8,GO:0008023,transcription elongation factor complex
EME1,GO8,GO:0000228;GO:0006281;GO:0006302;GO:0006974;GO:0031573;GO:0043596,DNA damage response;DNA repair;double-strand break repair;mitotic intra-S DNA damage checkpoint signaling;nuclear chromosome;nuclear replication fork
EME2,GO8,GO:0006281;GO:0006302;GO:0006974;GO:0031573;GO:0043596,DNA damage response;DNA repair;double-strand break repair;mitotic intra-S DNA damage checkpoint signaling;nuclear replication fork
EMG1,GO8,GO:0032040,small-subunit processome
ENDOG,GO8,GO:0006974,DNA damage response
ENDOV,GO8,GO:0006281,DNA repair
ENY2,GO8,GO:0005643;GO:0033276;GO:0044615;GO:0070390;GO:0071819,DUBm complex;nuclear pore;nuclear pore nuclear basket;transcription export complex 2;transcription factor TFTC complex
EP300,GO8,GO:0042771;GO:0140861,DNA repair-dependent chromatin remodeling;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
EP400,GO8,GO:0000812;GO:0006281,DNA repair;Swr1 complex
EPAS1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
EPB41L2,GO8,GO:0008180,COP9 signalosome
EPC1,GO8,GO:0000724,double-strand break repair via homologous recombination
EPC2,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
EPHA2,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
ERCC1,GO8,GO:0000109;GO:0000110;GO:0000720;GO:0006281;GO:0006289;GO:0006302;GO:0006303;GO:0006974;GO:0036297;GO:0070522;GO:0070914,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via nonhomologous end joining;ERCC4-ERCC1 complex;interstrand cross-link repair;nucleotide-excision repair;nucleotide-excision repair complex;nucleotide-excision repair factor 1 complex;pyrimidine dimer repair by nucleotide-excision repair;UV-damage excision repair
